 4.73992000E-02   4.59000000E-02   4.951270578569750796E+03   8.521585093211008655E+01
 4.73992000E-02   9.18000000E-02   4.109583803624040570E+02   1.046509806141840393E+01
 4.73992000E-02   1.37700000E-01   1.689989428226211743E+01   4.826695512966886481E-01
 4.73992000E-02   1.83600000E-01   5.281173946882052744E-02   8.943471106596420205E-04
 4.73992000E-02   2.29500000E-01   5.114610466929826044E-02   6.115986211981463971E-04
 4.73992000E-02   2.75400000E-01   5.131782609925338023E-02   8.601599639670685915E-04
 4.73992000E-02   3.21300000E-01   5.139551937040110624E-02   6.049090951420495578E-04
 4.73992000E-02   3.67200000E-01   5.134801381952486948E-02   8.545745356369389718E-04
 4.73992000E-02   4.13100000E-01   5.146934474649454694E-02   6.085780479894658352E-04
 4.73992000E-02   4.59000000E-01   5.151154878767105760E-02   7.626991166110542921E-04

 5.49576000E-02   4.59000000E-02   3.132030088397741110E+03   5.882937787738218560E+01
 5.49576000E-02   9.18000000E-02   2.638945843249078962E+02   7.160453938717612488E+00
 5.49576000E-02   1.37700000E-01   1.110512461106347715E+01   3.573494059479289109E-01
 5.49576000E-02   1.83600000E-01   5.338142860809962781E-02   1.215748180163263867E-03
 5.49576000E-02   2.29500000E-01   5.258395438850107378E-02   8.443782888754958020E-04
 5.49576000E-02   2.75400000E-01   5.268009907076394438E-02   1.194761764136425923E-03
 5.49576000E-02   3.21300000E-01   5.248227033309058043E-02   8.395756421702498754E-04
 5.49576000E-02   3.67200000E-01   5.250877693203593460E-02   1.199778901801283257E-03
 5.49576000E-02   4.13100000E-01   5.316048481824290489E-02   8.558212891025907074E-04
 5.49576000E-02   4.59000000E-01   5.290652016050720330E-02   1.048174453793516460E-03

 6.25160000E-02   4.59000000E-02   2.183144821710276574E+03   4.649689574728557773E+01
 6.25160000E-02   9.18000000E-02   1.858985846150073939E+02   5.714577836997737137E+00
 6.25160000E-02   1.37700000E-01   7.953199945369149759E+00   2.670348348407283190E-01
 6.25160000E-02   1.83600000E-01   5.353653546992520607E-02   1.217012050246112347E-03
 6.25160000E-02   2.29500000E-01   5.287070713288000157E-02   8.367867927604529400E-04
 6.25160000E-02   2.75400000E-01   5.289854138536456002E-02   1.179765371368535903E-03
 6.25160000E-02   3.21300000E-01   5.295280210782273012E-02   8.243092558898649190E-04
