k_par k_perp ps_2d err_sample_variance err_thermal_noise
0.06985973156544303 0.051028 18836.828681686526 142253.48796682965 27.780709918000195
0.06985973156544303 0.058283999999999996 22148.958738882808 85613.51374763915 32.282554493370384
0.06985973156544303 0.06554 10970.881172748857 83219.24631394603 27.116600551601984
0.06985973156544303 0.072796 7162.949748412447 53190.28790428782 26.24059952269582
0.06985973156544303 0.080052 9031.953976706634 31502.01513815442 24.72356239363551
0.06985973156544303 0.087308 5341.184271054949 28379.32938366267 28.487356500727916
0.06985973156544303 0.09456400000000001 5596.678990202236 20332.468673281586 24.1582514846199
0.06985973156544303 0.10182 3522.4946262942576 19594.676304484412 22.074735212036305
0.06985973156544303 0.109076 2698.5749626449656 16334.67272393632 23.37827800282023
0.06985973156544303 0.11633199999999999 1448.505704365557 8496.77507187811 18.21644251149458
0.06985973156544303 0.123588 1486.817536844926 8854.361839834357 19.78502653152131
0.06985973156544303 0.13084400000000002 1152.5549323278706 6644.927344063319 19.16634382537356
0.06985973156544303 0.1381 832.2421153103812 3600.977617535457 17.531876118782048
0.06985973156544303 0.145356 849.7360518452514 3404.7892138109887 16.2887282264518
0.06985973156544303 0.152612 614.5347826128792 2473.2655455537 15.897280663072149
0.06985973156544303 0.159868 617.901934898161 2778.2154674169806 13.954674397276616
0.06985973156544303 0.167124 514.9155387052232 1657.8808957135102 12.510926256221238
0.06985973156544303 0.17438 436.9346178856117 1335.889959707737 10.981045395843836
0.06985973156544303 0.18163600000000002 324.56078165209664 1546.558093823544 9.730665200031721
0.06985973156544303 0.188892 298.0133279377887 996.838078816799 9.045850140713501
0.06985973156544303 0.196148 234.01161269009293 1339.8322338111432 8.888740038211129
0.06985973156544303 0.203404 141.73576686514642 690.5638728792728 7.463844021089526
0.06985973156544303 0.21066000000000001 107.19625122221605 428.7446601818043 7.876754348714874
0.06985973156544303 0.217916 110.37951005803266 575.9453116523595 5.395526779301328
0.06985973156544303 0.225172 92.98265107056068 404.3804819747669 5.924941446480587
0.11322094426123525 0.051028 4430.581664038169 36401.74689965683 37.12637915109333
0.11322094426123525 0.058283999999999996 5380.849780547289 21904.237058272844 30.881397618023172
0.11322094426123525 0.06554 2519.908999814177 21284.5682609769 31.822393170517422
0.11322094426123525 0.072796 1590.210619295719 13596.573036726484 29.080552274689953
0.11322094426123525 0.080052 1914.3144057657594 8050.41495901199 26.66691774919629
0.11322094426123525 0.087308 1058.7515286434655 7253.821306567092 30.56292648944281
0.11322094426123525 0.09456400000000001 1006.7440917449508 5193.176279039532 24.51257249090532
0.11322094426123525 0.10182 636.272775393533 5003.239776350629 23.800131725043887
0.11322094426123525 0.109076 459.2639076303967 4173.890297645947 24.48766403156635
0.11322094426123525 0.11633199999999999 221.844179743486 2171.407845872158 22.958330147356417
0.11322094426123525 0.123588 246.51958233272202 2260.309290631551 23.430992722471235
0.11322094426123525 0.13084400000000002 187.9682134616165 1699.6187839283293 19.63415178310086
0.11322094426123525 0.1381 155.348067394875 919.1090478089692 17.38914223900065
