k_par k_perp ps_2d err_sample_variance
0.06985973156544303 0.051028 27.780709918000195 0.6469430624085378
0.06985973156544303 0.058283999999999996 32.282554493370384 0.8799249105598818
0.06985973156544303 0.06554 27.116600551601984 0.846900100893242
0.06985973156544303 0.072796 26.24059952269582 0.7275973158628251
0.06985973156544303 0.080052 24.72356239363551 0.6385081095237429
0.06985973156544303 0.087308 28.487356500727916 0.48025193007473715
0.06985973156544303 0.09456400000000001 24.1582514846199 0.4675963631591542
0.06985973156544303 0.10182 22.074735212036305 0.5236289072200974
0.06985973156544303 0.109076 23.37827800282023 0.48163808148954523
0.06985973156544303 0.11633199999999999 18.21644251149458 0.5654568185739081
0.06985973156544303 0.123588 19.78502653152131 0.3476861302587311
0.06985973156544303 0.13084400000000002 19.16634382537356 0.3148191314641326
0.06985973156544303 0.1381 17.531876118782048 0.3331745683685519
0.06985973156544303 0.145356 16.2887282264518 0.2762403285455082
0.06985973156544303 0.152612 15.897280663072149 0.2621870635381425
0.06985973156544303 0.159868 13.954674397276616 0.22027534897600828
0.06985973156544303 0.167124 12.510926256221238 0.1937090951040443
0.06985973156544303 0.17438 10.981045395843836 0.17276974195578074
0.06985973156544303 0.18163600000000002 9.730665200031721 0.1787221820403767
0.06985973156544303 0.188892 9.045850140713501 0.16050909803896754
0.06985973156544303 0.196148 8.888740038211129 0.12303692065600973
0.06985973156544303 0.203404 7.463844021089526 0.07327036821172803
0.06985973156544303 0.21066000000000001 7.876754348714874 0.11659623879051126
0.06985973156544303 0.217916 5.395526779301328 0.0900453634195038
0.06985973156544303 0.225172 5.924941446480587 0.07882841230262384
0.11322094426123525 0.051028 37.12637915109333 0.8000307714884936
0.11322094426123525 0.058283999999999996 30.881397618023172 0.676493094854076
0.11322094426123525 0.06554 31.822393170517422 0.9498090399642627
0.11322094426123525 0.072796 29.080552274689953 0.7329061642393654
0.11322094426123525 0.080052 26.66691774919629 0.6148248470603112
0.11322094426123525 0.087308 30.56292648944281 0.5445805439648717
0.11322094426123525 0.09456400000000001 24.51257249090532 0.5588045246795755
0.11322094426123525 0.10182 23.800131725043887 0.53275079300873
0.11322094426123525 0.109076 24.48766403156635 0.5034960794060904
0.11322094426123525 0.11633199999999999 22.958330147356417 0.4386739680443728
0.11322094426123525 0.123588 23.430992722471235 0.40033997007455224
0.11322094426123525 0.13084400000000002 19.63415178310086 0.39847557439084397
0.11322094426123525 0.1381 17.38914223900065 0.3000926528024789
0.11322094426123525 0.145356 16.562282678829703 0.32606893077338717
0.11322094426123525 0.152612 14.477698000826006 0.27897205179769513
0.11322094426123525 0.159868 13.660845998110936 0.25851570584627137
0.11322094426123525 0.167124 12.810151179192651 0.21663324107520143
0.11322094426123525 0.17438 11.609654360176565 0.18949491795108445
0.11322094426123525 0.18163600000000002 9.39224735224315 0.17334148180643874
0.11322094426123525 0.188892 10.221405070547567 0.16782788147879746
0.11322094426123525 0.196148 9.259455753811936 0.1388042574242602
0.11322094426123525 0.203404 7.884748160987213 0.11453281905485538
0.11322094426123525 0.21066000000000001 6.913005756807102 0.11308639660066822
0.11322094426123525 0.217916 6.383794442167723 0.09408597894000548
0.11322094426123525 0.225172 5.624845719682463 0.08305584370502637
0.15658215695702749 0.051028 39.64352013719709 0.8675322873530678
0.15658215695702749 0.058283999999999996 29.997899856757034 0.7220421968946763
0.15658215695702749 0.06554 25.021742112367697 0.8748655898230441
0.15658215695702749 0.072796 23.87153239527206 0.6062616309018063
0.15658215695702749 0.080052 23.988418776094914 0.5427151707052144
0.15658215695702749 0.087308 25.052935905069976 0.5965457172679977
0.15658215695702749 0.09456400000000001 25.754717770176875 0.5056577880360201
0.15658215695702749 0.10182 23.409399246189018 0.5584094611741988
