k_par k_perp ps_2d err_sample_variance err_thermal_noise
0.06985973156544303 0.051028 1.3822469287797041 0.9349031134352587 27.780709918000195
0.06985973156544303 0.058283999999999996 -3.822858580896124 0.7760500040963907 32.282554493370384
0.06985973156544303 0.06554 1.050938138434585 0.8278912162637244 27.116600551601984
0.06985973156544303 0.072796 0.5410191033985114 0.566803733213335 26.24059952269582
0.06985973156544303 0.080052 6.703740342557431 0.6726512049962956 24.72356239363551
0.06985973156544303 0.087308 0.8532695899814833 0.5918346697115561 28.487356500727916
0.06985973156544303 0.09456400000000001 3.6665120982158363 0.7069182871232071 24.1582514846199
0.06985973156544303 0.10182 2.183802008266664 0.5904375439959627 22.074735212036305
0.06985973156544303 0.109076 1.1728939769378357 0.5695086702858838 23.37827800282023
0.06985973156544303 0.11633199999999999 0.6837521997998337 0.39611541678073375 18.21644251149458
0.06985973156544303 0.123588 -0.449027287979078 0.38809431730523736 19.78502653152131
0.06985973156544303 0.13084400000000002 -2.419979166254521 0.36347308435125775 19.16634382537356
0.06985973156544303 0.1381 1.0332191195697185 0.3414545869279168 17.531876118782048
0.06985973156544303 0.145356 3.667972850308633 0.32317668678568356 16.2887282264518
0.06985973156544303 0.152612 -0.11433144605702239 0.23826001099970556 15.897280663072149
0.06985973156544303 0.159868 0.4137963303936676 0.20591674058101278 13.954674397276616
0.06985973156544303 0.167124 0.021057644915156715 0.22937808485886782 12.510926256221238
0.06985973156544303 0.17438 -0.5918152383604358 0.17057336411241772 10.981045395843836
0.06985973156544303 0.18163600000000002 2.6629725619165505 0.16755298904745547 9.730665200031721
0.06985973156544303 0.188892 1.4013428754811343 0.1386165235838216 9.045850140713501
0.06985973156544303 0.196148 -0.5145393382664096 0.1401267675872876 8.888740038211129
0.06985973156544303 0.203404 0.6820947870154681 0.1526775472449185 7.463844021089526
0.06985973156544303 0.21066000000000001 -1.3991045300898213 0.10997631067886894 7.876754348714874
0.06985973156544303 0.217916 -0.01783531295039964 0.06619028831052073 5.395526779301328
