k_par k_perp ps_2d err_sample_variance
0.06985973156544303 0.051028 0.0 0.0
0.06985973156544303 0.058283999999999996 0.0 0.0
0.06985973156544303 0.06554 0.0 0.0
0.06985973156544303 0.072796 0.0 0.0
0.06985973156544303 0.080052 0.0 0.0
0.06985973156544303 0.087308 0.0 0.0
0.06985973156544303 0.09456400000000001 0.0 0.0
0.06985973156544303 0.10182 0.0 0.0
0.06985973156544303 0.109076 0.0 0.0
0.06985973156544303 0.11633199999999999 0.0 0.0
0.06985973156544303 0.123588 0.0 0.0
0.06985973156544303 0.13084400000000002 0.0 0.0
0.06985973156544303 0.1381 0.0 0.0
0.06985973156544303 0.145356 0.0 0.0
0.06985973156544303 0.152612 0.0 0.0
0.06985973156544303 0.159868 0.0 0.0
0.06985973156544303 0.167124 0.0 0.0
0.06985973156544303 0.17438 0.0 0.0
0.06985973156544303 0.18163600000000002 0.0 0.0
0.06985973156544303 0.188892 0.0 0.0
0.06985973156544303 0.196148 0.0 0.0
0.06985973156544303 0.203404 0.0 0.0
0.06985973156544303 0.21066000000000001 0.0 0.0
0.06985973156544303 0.217916 0.0 0.0
0.06985973156544303 0.225172 0.0 0.0
0.11322094426123525 0.051028 0.0 0.0
0.11322094426123525 0.058283999999999996 0.0 0.0
0.11322094426123525 0.06554 0.0 0.0
0.11322094426123525 0.072796 0.0 0.0
0.11322094426123525 0.080052 0.0 0.0
0.11322094426123525 0.087308 0.0 0.0
0.11322094426123525 0.09456400000000001 0.0 0.0
0.11322094426123525 0.10182 0.0 0.0
0.11322094426123525 0.109076 0.0 0.0
0.11322094426123525 0.11633199999999999 0.0 0.0
0.11322094426123525 0.123588 0.0 0.0
0.11322094426123525 0.13084400000000002 0.0 0.0
0.11322094426123525 0.1381 0.0 0.0
0.11322094426123525 0.145356 0.0 0.0
0.11322094426123525 0.152612 0.0 0.0
0.11322094426123525 0.159868 0.0 0.0
0.11322094426123525 0.167124 0.0 0.0
0.11322094426123525 0.17438 0.0 0.0
0.11322094426123525 0.18163600000000002 0.0 0.0
0.11322094426123525 0.188892 0.0 0.0
0.11322094426123525 0.196148 0.0 0.0
0.11322094426123525 0.203404 0.0 0.0
0.11322094426123525 0.21066000000000001 0.0 0.0
0.11322094426123525 0.217916 0.0 0.0
0.11322094426123525 0.225172 0.0 0.0
0.15658215695702749 0.051028 0.0 0.0
0.15658215695702749 0.058283999999999996 0.0 0.0
0.15658215695702749 0.06554 0.0 0.0
0.15658215695702749 0.072796 0.0 0.0
0.15658215695702749 0.080052 0.0 0.0
0.15658215695702749 0.087308 0.0 0.0
0.15658215695702749 0.09456400000000001 0.0 0.0
0.15658215695702749 0.10182 0.0 0.0
0.15658215695702749 0.109076 0.0 0.0
