k_par k_perp ps_2d err_sample_variance
0.06985973156544303 0.051028 0.37458697126662865 0.00575077086592885
0.06985973156544303 0.058283999999999996 0.3183825391990302 0.005840555635888143
0.06985973156544303 0.06554 0.3250101436810244 0.009409221171545355
0.06985973156544303 0.072796 0.26462905970334294 0.007924126031963586
0.06985973156544303 0.080052 0.2255401384877041 0.003848991469707705
0.06985973156544303 0.087308 0.23998588838600624 0.005563529061902572
0.06985973156544303 0.09456400000000001 0.2524071499731139 0.004390039926059786
0.06985973156544303 0.10182 0.2162476913260131 0.0047523457226554475
0.06985973156544303 0.109076 0.20743049478254785 0.004409819821863477
0.06985973156544303 0.11633199999999999 0.22654255168688703 0.004075745398773213
0.06985973156544303 0.123588 0.20472672625046764 0.0027348258102880014
0.06985973156544303 0.13084400000000002 0.17764631006428572 0.0032318039355300476
0.06985973156544303 0.1381 0.18787873543456393 0.0031998094555913165
0.06985973156544303 0.145356 0.15921629669227916 0.0033186086395524134
0.06985973156544303 0.152612 0.15319222234074117 0.0029347913378106384
0.06985973156544303 0.159868 0.13875381563817077 0.0024286391150013104
0.06985973156544303 0.167124 0.1255126132474006 0.0021102902945049937
0.06985973156544303 0.17438 0.11266205092295985 0.0021439673824551623
0.06985973156544303 0.18163600000000002 0.09611189928260641 0.001660159937099003
0.06985973156544303 0.188892 0.08746339437946316 0.0015541553005180844
0.06985973156544303 0.196148 0.10567473566807951 0.0015214168366710018
0.06985973156544303 0.203404 0.08358527158818849 0.000975059379639959
0.06985973156544303 0.21066000000000001 0.06936400089415819 0.001207648844964144
0.06985973156544303 0.217916 0.06015247158997048 0.0008608597335286796
0.06985973156544303 0.225172 0.0531995928538879 0.0006373709560407384
0.11322094426123525 0.051028 0.30206638579961453 0.00831479129191885
0.11322094426123525 0.058283999999999996 0.31701044540122064 0.008629050002422981
0.11322094426123525 0.06554 0.2944896051719653 0.007411766334678641
0.11322094426123525 0.072796 0.28175732794425484 0.007273813821499209
0.11322094426123525 0.080052 0.2456334788328968 0.006974272019418248
0.11322094426123525 0.087308 0.24752789524878174 0.004714072223928393
0.11322094426123525 0.09456400000000001 0.24749370438905932 0.004758847179538297
0.11322094426123525 0.10182 0.24858316719049375 0.005059675923657483
0.11322094426123525 0.109076 0.23565533707430888 0.003554240620845108
