 4.73992000E-02   4.59000000E-02   4.951207410547086511E+03   8.521310978070358999E+01
 4.73992000E-02   9.18000000E-02   4.109091129396053361E+02   1.046282399061333734E+01
 4.73992000E-02   1.37700000E-01   1.684768863762338498E+01   4.820270161874752879E-01
 4.73992000E-02   1.83600000E-01   1.648969626628909481E-03   2.993810636565295296E-05
 4.73992000E-02   2.29500000E-01   1.843543469697517213E-04   3.419567878618487781E-06
 4.73992000E-02   2.75400000E-01   1.157212947359534562E-04   2.558660797950673089E-06
 4.73992000E-02   3.21300000E-01   1.097050528006221720E-04   1.641882283064129823E-06
 4.73992000E-02   3.67200000E-01   8.896414500586145510E-05   1.813928352547972767E-06
 4.73992000E-02   4.13100000E-01   1.087273226086448672E-04   1.533501110812671379E-06
 4.73992000E-02   4.59000000E-01   1.095100912032885467E-04   1.754946489299198822E-06

 5.49576000E-02   4.59000000E-02   3.131817580155268388E+03   5.883158425424246474E+01
 5.49576000E-02   9.18000000E-02   2.637895002161058642E+02   7.161575266219820435E+00
 5.49576000E-02   1.37700000E-01   1.104821460327606530E+01   3.571624999333719019E-01
 5.49576000E-02   1.83600000E-01   1.304256221688665420E-03   2.976176007221183978E-05
 5.49576000E-02   2.29500000E-01   1.410721382782128349E-04   2.614716919552195811E-06
 5.49576000E-02   2.75400000E-01   1.214522015205064202E-04   2.886915105150111070E-06
 5.49576000E-02   3.21300000E-01   1.132428530754703148E-04   1.730910871279746781E-06
 5.49576000E-02   3.67200000E-01   9.650556615254902114E-05   2.027050353348702546E-06
 5.49576000E-02   4.13100000E-01   7.560375558691948971E-05   1.176797605113418132E-06
 5.49576000E-02   4.59000000E-01   8.184875548466146291E-05   1.481679930540995895E-06

 6.25160000E-02   4.59000000E-02   2.183309931739351214E+03   4.650356208406689973E+01
 6.25160000E-02   9.18000000E-02   1.859035631384665237E+02   5.717200549770362628E+00
 6.25160000E-02   1.37700000E-01   7.911839283061342876E+00   2.672151302511489024E-01
 6.25160000E-02   1.83600000E-01   1.180446588450902515E-03   2.651417409679527947E-05
 6.25160000E-02   2.29500000E-01   1.217091522011598206E-04   2.009967481240136288E-06
 6.25160000E-02   2.75400000E-01   9.447737436727777528E-05   2.104021469005039791E-06
 6.25160000E-02   3.21300000E-01   1.002467381772950082E-04   1.638915456376257801E-06
 6.25160000E-02   3.67200000E-01   7.965558927809196195E-05   1.920720187289820952E-06
 6.25160000E-02   4.13100000E-01   6.633155593592346183E-05   9.935658010463924550E-07
 6.25160000E-02   4.59000000E-01   7.037585171707021984E-05   1.274758461946446283E-06

 7.00744000E-02   4.59000000E-02   1.550667757432276176E+03   3.143624919159710984E+01
 7.00744000E-02   9.18000000E-02   1.359878222232037501E+02   4.023555240060146865E+00
