k_par k_perp ps_2d err_sample_variance err_thermal_noise
0.06985973156544303 0.051028 1.161701643810635e-05 0.00030842532781938777 0.0
0.06985973156544303 0.058283999999999996 6.98268502658318e-06 0.0002567209069848041 0.0
0.06985973156544303 0.06554 7.147448676050607e-06 0.00023301295069044425 0.0
0.06985973156544303 0.072796 7.3689131424214195e-06 0.00020201334971567677 0.0
0.06985973156544303 0.080052 6.068493919600621e-06 0.00018359265119631733 0.0
0.06985973156544303 0.087308 8.630095702627911e-06 0.00017707965393497232 0.0
0.06985973156544303 0.09456400000000001 6.441163365097111e-06 0.00017539139282585068 0.0
0.06985973156544303 0.10182 6.615171627758088e-06 0.0001679757174714217 0.0
0.06985973156544303 0.109076 5.2580488737705095e-06 0.00014728439120908766 0.0
0.06985973156544303 0.11633199999999999 4.265880675234844e-06 0.0001311124366070121 0.0
0.06985973156544303 0.123588 5.221847721460356e-06 0.00015875444075670519 0.0
0.06985973156544303 0.13084400000000002 5.4443180804131455e-06 0.0001331401915972054 0.0
0.06985973156544303 0.1381 6.090590457398131e-06 0.00010229439332078652 0.0
0.06985973156544303 0.145356 5.433499932773741e-06 9.86270412531411e-05 0.0
0.06985973156544303 0.152612 4.265633915326393e-06 9.426135791425315e-05 0.0
0.06985973156544303 0.159868 4.9584304184263725e-06 6.616282234227593e-05 0.0
0.06985973156544303 0.167124 4.965595152570908e-06 4.3958543998945434e-05 0.0
0.06985973156544303 0.17438 5.4308323076628805e-06 3.3956081546550015e-05 0.0
0.06985973156544303 0.18163600000000002 5.627667497423389e-06 3.11643041950142e-05 0.0
0.06985973156544303 0.188892 5.525930780449134e-06 2.9963006200015037e-05 0.0
0.06985973156544303 0.196148 5.711788178441617e-06 2.7908689741252467e-05 0.0
0.06985973156544303 0.203404 6.2951319379357175e-06 2.439532974196751e-05 0.0
0.06985973156544303 0.21066000000000001 6.599857462698152e-06 2.8617743659998416e-05 0.0
0.06985973156544303 0.217916 7.3858784067008525e-06 3.3908811457233765e-05 0.0
0.06985973156544303 0.225172 8.889723874442417e-06 3.8599017129127267e-05 0.0
0.11322094426123525 0.051028 0.00028214128640485157 0.000651989878037369 0.0
0.11322094426123525 0.058283999999999996 0.0001560800677668817 0.0005517888452841506 0.0
0.11322094426123525 0.06554 0.0001598087046182439 0.0006607264052926492 0.0
0.11322094426123525 0.072796 0.0001718592130523865 0.0005706521090087431 0.0
0.11322094426123525 0.080052 0.00012168325674342946 0.0004845231801400768 0.0
0.11322094426123525 0.087308 0.000199781111500243 0.0005179617625336396 0.0
0.11322094426123525 0.09456400000000001 0.0001474821873207105 0.0004764153071830097 0.0
0.11322094426123525 0.10182 0.00014810794576895086 0.00039845356163338867 0.0
0.11322094426123525 0.109076 0.00012080240128926215 0.0002865515734420041 0.0
0.11322094426123525 0.11633199999999999 9.546221834192762e-05 0.0002365922333457321 0.0
0.11322094426123525 0.123588 0.00011719820214349702 0.00034230908109546363 0.0
0.11322094426123525 0.13084400000000002 0.00012773206467189274 0.0002981160866616606 0.0
0.11322094426123525 0.1381 0.00013900179601653424 0.0002720887505878066 0.0
0.11322094426123525 0.145356 0.00012344307920609407 0.0002610682030946411 0.0
0.11322094426123525 0.152612 9.724073021959293e-05 0.00023068010828025188 0.0
0.11322094426123525 0.159868 0.00011888872521779656 0.0001861471497814399 0.0
0.11322094426123525 0.167124 0.00011702894271896731 0.0001621145774544033 0.0
0.11322094426123525 0.17438 0.000130747551447488 0.0001518573313381836 0.0
0.11322094426123525 0.18163600000000002 0.0001343331676874481 0.00013872936502958363 0.0
0.11322094426123525 0.188892 0.0001286245560869159 0.00014853924565749412 0.0
0.11322094426123525 0.196148 0.0001352496877737303 0.00016580650272290717 0.0
0.11322094426123525 0.203404 0.000148245819894631 0.00017176949170916823 0.0
0.11322094426123525 0.21066000000000001 0.0001602150132479727 0.0002111168191807837 0.0
0.11322094426123525 0.217916 0.00017864772305248256 0.0002440925576785971 0.0
0.11322094426123525 0.225172 0.00021195819353314754 0.0002713132468677802 0.0
0.15658215695702749 0.051028 0.01822457860955658 0.0007908279408457394 0.0
0.15658215695702749 0.058283999999999996 0.01084060196892162 0.0007364923504179379 0.0
0.15658215695702749 0.06554 0.012260741683674723 0.001174960648070422 0.0
0.15658215695702749 0.072796 0.012438973965468551 0.000844619876780049 0.0
0.15658215695702749 0.080052 0.009131071293992757 0.0006881049751883189 0.0
0.15658215695702749 0.087308 0.013995514031894196 0.0008265566739088115 0.0
0.15658215695702749 0.09456400000000001 0.01026394980563555 0.0007814690425243514 0.0
0.15658215695702749 0.10182 0.010581309760949382 0.0005584766519712456 0.0
0.15658215695702749 0.109076 0.008680212609671167 0.0004305913442840074 0.0
0.15658215695702749 0.11633199999999999 0.006264435820894539 0.0007224125611332609 0.0
0.15658215695702749 0.123588 0.008133753165678366 0.0005998701434262778 0.0
0.15658215695702749 0.13084400000000002 0.009004798671304055 0.0004376035406095307 0.0
0.15658215695702749 0.1381 0.00949178382894258 0.0005082962796413595 0.0
0.15658215695702749 0.145356 0.008347158442710372 0.00036488544933134455 0.0
0.15658215695702749 0.152612 0.006670006334787341 0.00042754058837727747 0.0
0.15658215695702749 0.159868 0.008236592685620115 0.00040839247023551734 0.0
0.15658215695702749 0.167124 0.008138490709221898 0.00040014076500500645 0.0
0.15658215695702749 0.17438 0.008984840360355779 0.00043618252534194585 0.0
0.15658215695702749 0.18163600000000002 0.009106492245310826 0.0004049572492263315 0.0
0.15658215695702749 0.188892 0.00896153239498951 0.000428876249095477 0.0
0.15658215695702749 0.196148 0.009540125636574822 0.0005313486528404496 0.0
0.15658215695702749 0.203404 0.01039595268667445 0.0006194036770071394 0.0
0.15658215695702749 0.21066000000000001 0.011319562625924857 0.0007687243782957221 0.0
0.15658215695702749 0.217916 0.013233843891350827 0.0008266063771575961 0.0
0.15658215695702749 0.225172 0.015763282574471127 0.0008545148291237742 0.0
0.1999433696528197 0.051028 0.119615753156844 0.007138381787083233 0.0
0.1999433696528197 0.058283999999999996 0.09450168857781226 0.0061408868895418064 0.0
0.1999433696528197 0.06554 0.1125621282112834 0.008815110583233327 0.0
0.1999433696528197 0.072796 0.08985190511739971 0.00727486899683896 0.0
0.1999433696528197 0.080052 0.07731897412151056 0.0060384493655985414 0.0
0.1999433696528197 0.087308 0.0847961622473256 0.0062516657197241214 0.0
0.1999433696528197 0.09456400000000001 0.08565868977811307 0.005353516065716126 0.0
0.1999433696528197 0.10182 0.07233313081956404 0.004628090332185789 0.0
0.1999433696528197 0.109076 0.06776717832704071 0.003945171470175432 0.0
0.1999433696528197 0.11633199999999999 0.056311035445768036 0.0039228107737154525 0.0
0.1999433696528197 0.123588 0.06684410858161383 0.00496334133451655 0.0
0.1999433696528197 0.13084400000000002 0.055061398140300956 0.003767974762864516 0.0
0.1999433696528197 0.1381 0.05422804180136353 0.003163100955385014 0.0
0.1999433696528197 0.145356 0.04520953738262411 0.0024752384934083444 0.0
0.1999433696528197 0.152612 0.043443318418571616 0.0021077374998058293 0.0
0.1999433696528197 0.159868 0.04230485789866353 0.0015077043044999575 0.0
0.1999433696528197 0.167124 0.03587828849733914 0.0012906797980598312 0.0
0.1999433696528197 0.17438 0.0344056387608188 0.0009635675946658616 0.0
0.1999433696528197 0.18163600000000002 0.03311403186781618 0.0009405862312234063 0.0
0.1999433696528197 0.188892 0.032955684657226744 0.0010407200841150582 0.0
0.1999433696528197 0.196148 0.034191572525586 0.0012478419047611273 0.0
0.1999433696528197 0.203404 0.035748174072572914 0.0014876067905042548 0.0
0.1999433696528197 0.21066000000000001 0.03926165331879165 0.001995238149397405 0.0
0.1999433696528197 0.217916 0.04350005180717301 0.0020553076222796824 0.0
0.1999433696528197 0.225172 0.04884714650738378 0.0020320826755810127 0.0
0.24330458234861194 0.051028 0.13102003142712873 0.013266955588227073 0.0
0.24330458234861194 0.058283999999999996 0.06999775592066243 0.0062182275020131504 0.0
0.24330458234861194 0.06554 0.07251751383747095 0.005243868682704479 0.0
0.24330458234861194 0.072796 0.07868102275410092 0.004825159012590939 0.0
0.24330458234861194 0.080052 0.054481918700771945 0.004780752506388957 0.0
0.24330458234861194 0.087308 0.07637514235092542 0.006042911475945709 0.0
0.24330458234861194 0.09456400000000001 0.0474809100520004 0.003118268505973566 0.0
0.24330458234861194 0.10182 0.057145676249294314 0.004288791513276478 0.0
0.24330458234861194 0.109076 0.060924628969747284 0.005160756108910409 0.0
0.24330458234861194 0.11633199999999999 0.05164344170148708 0.004638714334708686 0.0
0.24330458234861194 0.123588 0.049399113851591736 0.004438568431575819 0.0
0.24330458234861194 0.13084400000000002 0.03671785929758039 0.0030365887886335562 0.0
0.24330458234861194 0.1381 0.024050229671484166 0.0014492758399626906 0.0
0.24330458234861194 0.145356 0.021934319351895177 0.0011659564925562548 0.0
0.24330458234861194 0.152612 0.024430483075326262 0.0014510656503664131 0.0
0.24330458234861194 0.159868 0.02057851914224217 0.0013121470770163673 0.0
0.24330458234861194 0.167124 0.015475657102410686 0.001020910413496854 0.0
0.24330458234861194 0.17438 0.014284384387862527 0.0010406630416239398 0.0
0.24330458234861194 0.18163600000000002 0.01375142063254373 0.00108358075868394 0.0
0.24330458234861194 0.188892 0.0135605568190591 0.001055504401462766 0.0
0.24330458234861194 0.196148 0.013105727216781004 0.0012135990402858776 0.0
0.24330458234861194 0.203404 0.012915240172762691 0.0013403572738583136 0.0
0.24330458234861194 0.21066000000000001 0.013234231938827494 0.0015092727115569617 0.0
0.24330458234861194 0.217916 0.014800072133930602 0.00176984004368958 0.0
0.24330458234861194 0.225172 0.014541017299133192 0.0019062169190095124 0.0
0.28666579504440415 0.051028 0.08453020985000122 0.0041102692846014905 0.0
0.28666579504440415 0.058283999999999996 0.05982408528558303 0.0017804159707040608 0.0
