 4.73992000E-02   4.59000000E-02   5.204364558102513527E+00   6.075862488070860740E-02
 4.73992000E-02   9.18000000E-02   5.182173267609798017E+00   8.582348553677238145E-02
 4.73992000E-02   1.37700000E-01   5.148796821581873573E+00   6.089121398116716100E-02
 4.73992000E-02   1.83600000E-01   5.102816973297235492E+00   8.626042271114713056E-02
 4.73992000E-02   2.29500000E-01   5.091495464920204661E+00   6.056201326086501496E-02
 4.73992000E-02   2.75400000E-01   5.125913143663450633E+00   8.505768461880645892E-02
 4.73992000E-02   3.21300000E-01   5.162351278171837698E+00   6.078462231114796499E-02
 4.73992000E-02   3.67200000E-01   5.109227443326413542E+00   8.517583466343227327E-02
 4.73992000E-02   4.13100000E-01   5.066777268676668555E+00   6.001913203394131091E-02
 4.73992000E-02   4.59000000E-01   5.080205426333616714E+00   7.604082563115638349E-02

 5.49576000E-02   4.59000000E-02   5.241503098761728374E+00   8.087385853561164517E-02
 5.49576000E-02   9.18000000E-02   5.281220454897016303E+00   1.203052139803479081E-01
 5.49576000E-02   1.37700000E-01   5.228156047685334151E+00   8.424952923156758811E-02
 5.49576000E-02   1.83600000E-01   5.193714977816419776E+00   1.174694028692453429E-01
 5.49576000E-02   2.29500000E-01   5.224349318715687751E+00   8.415549673281885745E-02
 5.49576000E-02   2.75400000E-01   5.232310147134407785E+00   1.181693713736794160E-01
 5.49576000E-02   3.21300000E-01   5.196162183380335087E+00   8.272554109177762682E-02
 5.49576000E-02   3.67200000E-01   5.214680348534950660E+00   1.164716347627950260E-01
 5.49576000E-02   4.13100000E-01   5.258153606758068754E+00   8.462486582760758713E-02
 5.49576000E-02   4.59000000E-01   5.274345083997012296E+00   1.070991301229084480E-01

 6.25160000E-02   4.59000000E-02   5.290171741591577437E+00   8.307450168173009797E-02
 6.25160000E-02   9.18000000E-02   5.299975637904951853E+00   1.184360606588550080E-01
 6.25160000E-02   1.37700000E-01   5.264726883267640822E+00   8.164250796702836321E-02
 6.25160000E-02   1.83600000E-01   5.215396868053145951E+00   1.149246838750044436E-01
 6.25160000E-02   2.29500000E-01   5.215718659445679251E+00   8.223934589755177438E-02
 6.25160000E-02   2.75400000E-01   5.222324608983978322E+00   1.163376531469685199E-01
 6.25160000E-02   3.21300000E-01   5.282771108661509452E+00   8.401146360401026691E-02
 6.25160000E-02   3.67200000E-01   5.346960422263851598E+00   1.205661498130859710E-01
 6.25160000E-02   4.13100000E-01   5.268376181102319755E+00   8.453053960257025934E-02
 6.25160000E-02   4.59000000E-01   5.174637765233674358E+00   1.041310772997291328E-01

 7.00744000E-02   4.59000000E-02   5.494530582521459650E+00   8.369949338476113943E-02
 7.00744000E-02   9.18000000E-02   5.498204958170717305E+00   1.245933097248784066E-01
 7.00744000E-02   1.37700000E-01   5.471553320292151135E+00   8.778962405066098595E-02
 7.00744000E-02   1.83600000E-01   5.441657278506617068E+00   1.227282444323897631E-01
 7.00744000E-02   2.29500000E-01   5.403386590410178769E+00   8.679471874020378008E-02
 7.00744000E-02   2.75400000E-01   5.384489439613386885E+00   1.232673556591716985E-01
 7.00744000E-02   3.21300000E-01   5.445441497258484809E+00   8.796768374058666629E-02
 7.00744000E-02   3.67200000E-01   5.464122474073065838E+00   1.247839801874329468E-01
 7.00744000E-02   4.13100000E-01   5.489472789245871454E+00   8.891508581630043484E-02
 7.00744000E-02   4.59000000E-01   5.493200556388041278E+00   1.093072346467579697E-01

 7.76328000E-02   4.59000000E-02   5.406543586016445246E+00   8.080990397631379607E-02
 7.76328000E-02   9.18000000E-02   5.457912533995061821E+00   1.188367326504340543E-01
 7.76328000E-02   1.37700000E-01   5.455243885195010023E+00   8.377669248380188727E-02
 7.76328000E-02   1.83600000E-01   5.465724357372879538E+00   1.218130489921876169E-01
 7.76328000E-02   2.29500000E-01   5.462696864134525931E+00   8.655005841183673054E-02
