# kperp 	kpar 		P 		P_{err}
4.5900e-02	4.7400e-02	9.0941e+02	2.9505e+02
9.1800e-02	4.7400e-02	8.7600e+02	2.8421e+02
1.3770e-01	4.7400e-02	1.0705e+03	3.4731e+02
1.8360e-01	4.7400e-02	1.0341e+03	3.3551e+02
2.2950e-01	4.7400e-02	7.1081e+02	2.3062e+02
2.7540e-01	4.7400e-02	1.0872e+03	3.5274e+02
3.2130e-01	4.7400e-02	1.0174e+03	3.3010e+02
3.6720e-01	4.7400e-02	1.0553e+03	3.4240e+02
4.1310e-01	4.7400e-02	1.0103e+03	3.2779e+02
4.5900e-01	4.7400e-02	1.0197e+03	3.3083e+02
4.5900e-02	5.4960e-02	1.1903e+03	3.6735e+02
9.1800e-02	5.4960e-02	8.3452e+02	2.5754e+02
1.3770e-01	5.4960e-02	9.8574e+02	3.0421e+02
1.8360e-01	5.4960e-02	7.2640e+02	2.2417e+02
2.2950e-01	5.4960e-02	6.8809e+02	2.1235e+02
2.7540e-01	5.4960e-02	8.2769e+02	2.5543e+02
3.2130e-01	5.4960e-02	1.2432e+03	3.8365e+02
3.6720e-01	5.4960e-02	7.8830e+02	2.4327e+02
4.1310e-01	5.4960e-02	9.2432e+02	2.8525e+02
4.5900e-01	5.4960e-02	8.8404e+02	2.7282e+02
4.5900e-02	6.2520e-02	7.6679e+02	2.1688e+02
9.1800e-02	6.2520e-02	7.6062e+02	2.1514e+02
1.3770e-01	6.2520e-02	1.2485e+03	3.5312e+02
1.8360e-01	6.2520e-02	8.8363e+02	2.4993e+02
2.2950e-01	6.2520e-02	9.6542e+02	2.7306e+02
2.7540e-01	6.2520e-02	8.6560e+02	2.4483e+02
3.2130e-01	6.2520e-02	1.2415e+03	3.5114e+02
3.6720e-01	6.2520e-02	5.7921e+02	1.6382e+02
4.1310e-01	6.2520e-02	8.6697e+02	2.4522e+02
4.5900e-01	6.2520e-02	7.8032e+02	2.2071e+02
4.5900e-02	7.0080e-02	8.8907e+02	2.5147e+02
9.1800e-02	7.0080e-02	1.0089e+03	2.8537e+02
1.3770e-01	7.0080e-02	9.7261e+02	2.7510e+02
1.8360e-01	7.0080e-02	1.2309e+03	3.4815e+02
2.2950e-01	7.0080e-02	1.3552e+03	3.8332e+02
2.7540e-01	7.0080e-02	9.0983e+02	2.5734e+02
3.2130e-01	7.0080e-02	9.2382e+02	2.6130e+02
3.6720e-01	7.0080e-02	6.4796e+02	1.8327e+02
4.1310e-01	7.0080e-02	9.0311e+02	2.5544e+02
4.5900e-01	7.0080e-02	8.2192e+02	2.3248e+02
4.5900e-02	7.7640e-02	6.9609e+02	1.8280e+02
9.1800e-02	7.7640e-02	5.5366e+02	1.4540e+02
1.3770e-01	7.7640e-02	8.6349e+02	2.2676e+02
1.8360e-01	7.7640e-02	9.7050e+02	2.5487e+02
2.2950e-01	7.7640e-02	6.9160e+02	1.8162e+02
2.7540e-01	7.7640e-02	1.0670e+03	2.8020e+02
3.2130e-01	7.7640e-02	1.0377e+03	2.7252e+02
3.6720e-01	7.7640e-02	7.4227e+02	1.9493e+02
4.1310e-01	7.7640e-02	6.2094e+02	1.6307e+02
4.5900e-01	7.7640e-02	9.1276e+02	2.3970e+02
4.5900e-02	8.5200e-02	9.6217e+02	2.3000e+02
9.1800e-02	8.5200e-02	6.8751e+02	1.6435e+02
1.3770e-01	8.5200e-02	6.6467e+02	1.5889e+02
1.8360e-01	8.5200e-02	8.4065e+02	2.0095e+02
2.2950e-01	8.5200e-02	1.0447e+03	2.4974e+02
2.7540e-01	8.5200e-02	8.4765e+02	2.0263e+02
3.2130e-01	8.5200e-02	8.1509e+02	1.9484e+02
3.6720e-01	8.5200e-02	1.0207e+03	2.4400e+02
4.1310e-01	8.5200e-02	7.6130e+02	1.8199e+02
4.5900e-01	8.5200e-02	6.6133e+02	1.5809e+02
4.5900e-02	9.2760e-02	8.3525e+02	1.9966e+02
9.1800e-02	9.2760e-02	6.7277e+02	1.6082e+02
1.3770e-01	9.2760e-02	8.8456e+02	2.1145e+02
1.8360e-01	9.2760e-02	8.0295e+02	1.9194e+02
2.2950e-01	9.2760e-02	9.3006e+02	2.2233e+02
2.7540e-01	9.2760e-02	8.6145e+02	2.0592e+02
3.2130e-01	9.2760e-02	1.0470e+03	2.5028e+02
