k_par k_perp ps_2d err_sample_variance
0.06985973156544303 0.051028 2.3927864855351415 0.06325463483773311
0.06985973156544303 0.058283999999999996 2.2506787606028165 0.04567228952814385
0.06985973156544303 0.06554 2.482867843572698 0.05114810821610207
0.06985973156544303 0.072796 2.701326499848316 0.05600218108246007
0.06985973156544303 0.080052 2.4989598272927105 0.04443485785023752
0.06985973156544303 0.087308 2.4384591721029563 0.04928548311452531
0.06985973156544303 0.09456400000000001 2.0915102169448905 0.042846490911685554
0.06985973156544303 0.10182 2.0687654868298626 0.02849367164548004
0.06985973156544303 0.109076 1.7412792866287583 0.034944356111638666
0.06985973156544303 0.11633199999999999 1.695183122174866 0.04398938956859545
0.06985973156544303 0.123588 1.7796918517279048 0.027904159665308004
0.06985973156544303 0.13084400000000002 1.6413757314815396 0.02511079843284006
0.06985973156544303 0.1381 1.4910765782159825 0.024461189844507635
0.06985973156544303 0.145356 1.3398364836974268 0.029360558755641402
0.06985973156544303 0.152612 1.2108767301466095 0.019087665276053517
0.06985973156544303 0.159868 1.148769417899434 0.020728801845442443
0.06985973156544303 0.167124 0.9959104523566503 0.02028150708319859
0.06985973156544303 0.17438 1.0089901909937258 0.016448335553936495
0.06985973156544303 0.18163600000000002 1.0328381211031228 0.016529075389743717
0.06985973156544303 0.188892 0.8816690908997165 0.01587545564605567
0.06985973156544303 0.196148 0.685544807431221 0.009093680332146177
0.06985973156544303 0.203404 0.6622939491256622 0.009527745953275891
0.06985973156544303 0.21066000000000001 0.5928899621366115 0.009116783537716285
0.06985973156544303 0.217916 0.5213516074242756 0.006945877727648097
0.06985973156544303 0.225172 0.46406647313589766 0.009830316145391874
0.11322094426123525 0.051028 2.838395721891797 0.07058066885297054
0.11322094426123525 0.058283999999999996 2.5874238383363592 0.05636610291897538
0.11322094426123525 0.06554 2.0429700878347554 0.06493313525628049
0.11322094426123525 0.072796 2.3262349161885534 0.07311669157490844
0.11322094426123525 0.080052 2.132781331986189 0.052478366768054
0.11322094426123525 0.087308 2.0515364145915678 0.04975742891539817
0.11322094426123525 0.09456400000000001 1.9987358767654038 0.044817355990752934
0.11322094426123525 0.10182 1.9859730034432788 0.04840272424818804
0.11322094426123525 0.109076 1.7985754495005837 0.033034638692873264
0.11322094426123525 0.11633199999999999 2.0136056079726483 0.0319750993170547
0.11322094426123525 0.123588 1.8909444545449812 0.031604591399028575
0.11322094426123525 0.13084400000000002 1.5335028801709214 0.03539121126010269
0.11322094426123525 0.1381 1.4988900525921474 0.020900507678515853
0.11322094426123525 0.145356 1.3953472043120085 0.0278390473328015
0.11322094426123525 0.152612 1.2374433206170674 0.016414802872453574
0.11322094426123525 0.159868 1.2716506872067774 0.022618834629187668
0.11322094426123525 0.167124 1.033326077646303 0.024390537387431823
